exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Mathematics,1983,"P
0
R
2 m
Q
30
O
PQRS is a desk of dimensions 2m x 0.8m which is inclined
at 300 to the horizontal. Find the inclination of the
diagonal PR to the horizontal.",23035’,300,15036’,100,10042’,,
JAMB,Mathematics,1983,"Find x if (x
base 4)2 = 100 1000base 2",6,12,100,210,110,,
JAMB,Mathematics,1983,Simplify log10a1/2 + 1/4log10a – 1/12log10a7,1,7/6log10a,0,10,a,,
JAMB,Mathematics,1983,"If w varies inversely  as V and u varies directly  as w3,
find the relationship between u and V given that u = 1,
when V = 2",u = 8V3,u = 2   V,V = 8/u2,V = 8u2,U = 8/v3,,
JAMB,Mathematics,1983,"Solve the simultaneous equations for x
x2 + y – 8 = 0
y + 5x – 2 = 0",,,,,,,
JAMB,Mathematics,1983,"Find the missing value in the following table.
x
-2
-1
0
1
2
3
y = x  - x + 3
3
3
3
9  27
O3",-3,3,–9,13,9,,
JAMB,Mathematics,1983,"x
OO
130
O
If O is the centre of the circle in the figure above. Find
the value of x",50,260,100,65,130,,
JAMB,Mathematics,1983,"Find the angle of the sectors representing each item in
a pie chart of the following data.
6,10,14,16,26","150, 250,350,400,650,","600, 1000,1400,1600,2600","60, 100,140,160,260,","300, 500,700,800,1300",None of the above,,
JAMB,Mathematics,1983,"13
The value of (0.303)3 – (0.02)3 is",0.019,0.0019,0.00019,0.000019,0.000035,,
JAMB,Mathematics,1983,"The letters of the word MATRICULATION are cut and
put into a box. One of the letter is drawn at random from
the box. Find the probability of drawing a vowel.",2/13,5/13,6/13,8/13,4/13,,
JAMB,Mathematics,1983,"O
K
F
The above figure FGHK is a rhombus. What is the value
of the angle x?",900,300,1500,1200,"600
S
0-8 m",,
JAMB,Mathematics,1983,"If a rod of length 250cm is measured as 255cm longer in
error, what is the percentage error in measurement?",55,10,5,4,2,,
JAMB,Mathematics,1983,"If (2/3)m (3/4)n = 256/729, find thevalues of m and n","m = 4, n = 2","m = -4, n = -2","m = -4, n = 2","m = 4, n = -2","m = -2, n = 4",,
JAMB,Mathematics,1983,"Without using tables find the numerical value of log749
+ log7(1/7)",1,2,3,7,0,,
JAMB,Mathematics,1983,Factorize completely 81a4 – 16b4,(3a + 2b) (2a – 3b) (9a2 + 4b2),(3a - 2b) (2a – 3b) (4a2 - 9b2),(3a - 2b) (3a – 2b) (9a2 + 4b2),(3a - 2b) (2a – 3b) (9a2 + 4b2),(3a - 2b) (2a – 3b) (9a2 - 4b2),,
JAMB,Mathematics,1983,"One interior angle of a convex hexagon is 1700 and
each of the remaining interior angles is equal to x0. find
x",1200,1100,1050,1020,1000,,
JAMB,Mathematics,1983,"PQRS is a cyclic quadrilateral in which PQ = PS. PT is a
tangent to the circle and PQ makes and angle 500 with
the tangent as shown in the figure below. What is the
size of QRS?
R
Q
S
O
50
T
P",500,400,1100,800,1000,,
JAMB,Mathematics,1983,"A ship H leaves a port P and sails 30km due South.
Then it sails 60km due west. What is the bearing of H
from P?",26034’,243026’,116034’,63026’,2400,,
JAMB,Mathematics,1983,"In a sample survey of a university community the
following table shows the percentage distribution of
the number of members per household.
No of members
per household
1   2    3    4    5   6   7  8 Total
3  12 15  28  21  10  7 4 100
Number of
households",4,3,5,4.5,None,,
JAMB,Mathematics,1983,"On a square paper of length 2.524375cm is inscribed a
square diagram of length 0.524375. find the area of the
paper no covered by the diagram correct to 3 significant
figures.",6.00cm2,6.10cm2,6.cm2,6.09cm2,4.00cm2,,
JAMB,Mathematics,1983,"If    f(X) = 1    +  x - 1     find f(1-x)
x-1        x2-1",1/x + 1/(x+2),x +1/(2x -1),-1/x - 1/(x-2),-1/x + 1/(x2-1),,,
JAMB,Mathematics,1983,"In the figure below find PRQ
235o
R
Q
P","661/2
0","621/2
0",1250,1050,650,,
JAMB,Mathematics,1983,Simplify     27a9/8,9a2/2,9a3/2,2/3a2,2/3a2,"3a3/2
Okro
14.5
kg
Beans
14.5 kg",,
JAMB,Mathematics,1983,"Rice
45.4
kg
Yams
184.5 kg
The farm yields of four crops on a piece of land in
Ondo are represented on the pie chart above. What is
the angle of the sector occupied by Okro in the chart?","911/2
0","191/3
0","331/3
0",110,910,,
JAMB,Mathematics,1983,"(x+3y)
O
45
O
R
Q
P
y
O
(3x+y)
O
In the figure above, PQR is a straight line. Find the
values of x and y",x = 22.50 and y = 33.750,x = 150 and y = 52.50,x = 22.50 and y = 45.00,x = 56.250 and y = 11.50,x = 18.0 and y = 56.50,,
JAMB,Mathematics,1983,"O
60
O
8 cm
S
R
In the above figure PQR = 600, QPR = 900, PRS = 900,
RPS = 450, QR= 8cm. Determine PS",2√3cm,4√6cm,2√6cm,8√6cm,8cm,,
JAMB,Mathematics,1983,"In a triangle PQR, QR = 3cm, PR =     3cm, PQ =      3cm and
PQR = 300. find angles P and R",P = 600 and R = 900,P = 300 and R = 1200,P = 900 and R = 600,P = 600 and R = 600,P = 450 and R = 1050,,
JAMB,Mathematics,1983,"130
O
S
R
100
O
P
Q
In the above diagram if PS = SR and PQ//SR. what is the
size of PQR?",250,500,550,650,750,,
JAMB,Mathematics,1983,"Find
the
mean
of
the
following
24.57,25.63,25.32,26.01,25.77",25.12,25.30,25.26,25.50q,"25.73
Mathematics 1984",,
JAMB,Mathematics,1983,,,,,,,,
JAMB,Mathematics,1983,",50. find the median
of the scores.",47,481/2,50,48,49,,
JAMB,Mathematics,1984,Simplify (2/3 – 1/5) – 1/3 of 2/5,,,,,,,
JAMB,Mathematics,1984,"If 263 + 441 = 714, what number base has been used?",12,11,10,9,8,,
JAMB,Mathematics,1984,"0.00014323/1.940000 = k x 10n where 1 £ k < 10 and n is
a whole number. The values of K and are",7.381 and –11,2.34 and 10,3.87 and 2,7.831 and –11,5.41 and –2,,
JAMB,Mathematics,1984,"P sold his bicycle to Q at a profit of 10%. Q sold it to R
for #209 at a loss of 5%. How much did the bicycle cost
P?",#200,#196,#180,#205,#150,,
JAMB,Mathematics,1984,"If the price of oranges was raised by 1/2k per orange,
the number of oranges customer can buy for #2.40 will
be less by 16. What is the present price of an orange?",21/2k,31/2k,51/2k,20k,211/2k,,
JAMB,Mathematics,1984,"A man invested a total of #50,000 in two companies. If
these companies pay dividend of 6% and 8%
respectively, how much did he invest at 8% if the total
yield is #3.700?","#15,000","#29,600","#21,400","#27,800","#35,000",,
JAMB,Mathematics,1984,"B.
7",,,1/3,3,1/5,,
JAMB,Mathematics,1984,,,,,,,,
JAMB,Mathematics,1984,,,,,,8,,
JAMB,Mathematics,1984,,,,,9,8,,
JAMB,Mathematics,1984,,,,10,9,8,,
JAMB,Mathematics,1984,,,11,10,9,8,,
JAMB,Mathematics,1984,"Rationalize
(5√5 - 7√5)(/√7 - √5",-2√35,4√7 - 6√5,-√35,4√7 - 8√5,√35,,
JAMB,Mathematics,1984,"Simplify
3n – 3n – 1
33 x 3n – 27 x 3n – 1",1,0,1/27,3n – 3n – 1,2/27,,
JAMB,Mathematics,1984,"p varies directly as the square of q an inversely as r. if
p = 36, when q = 3 and r = p, find p when q = 5 and r = 2",72,100,90,200,125,,
JAMB,Mathematics,1984,"Factorise
6x2 – 14x - 12",2(x + 3) (3x - 2),6(x - 2) (x + 1),2(x - 3) (3x + 2),6(x + 2) (x - 1),(3x + 4) (2x + 3),,
JAMB,Mathematics,1984,"A straight line y = mx meets the curve y = x2 – 12x + 40
in two distinct points. If one of them is (5,5), find the
other","(5,6)","(8,8)","(8,5)","(7,7)","(7,5)",,
JAMB,Mathematics,1984,"The table below is drawn for a graph  y = x2 – 3x + 1
1 x
1    -1    3    1    -1   3    1
-3   -2  -1    0    1    2    3
2
y=x - 3x + 1
From x = -2 to x = 1, the graph crosses the x-axis in the
range(s)",-1 < x < 0 and 0 < x < 1,-2 < x < -1 and 0 < x < 1,-2 < x < -1 and 0 < x < 1,0 < x < 1,1 < x < 2,,
JAMB,Mathematics,1984,"In a racing competition. Musa covered a distance of 5xkm
in the first hour and (x + 10)km in the next hour. He was
second to Ngozi who covered a total distance of 118km
in the two hours. Which of the following inequalities is
correct?",0 < -x < 15,–3 < x < 3,15 < x < 18,0 < x < 15,0 < x < 18,,
JAMB,Mathematics,1984,"2x + 3y = 1 and y = x – 2y = 11, find (x + y)",5,–3,8,2,–2,,
JAMB,Mathematics,1984,"Tunde and Shola can do a piece of work in 18days.
Tunde can do it alone in x days, whilst Shola takes 15
days longer to do it alone. Which of the following
equations is satisfied by x?",x2 – 5x – 18 = 0,x2 – 20x + 360 = 0,x2 - 21x – 270 = 0,2x2 + 42x – 190 = 0,3x2 – 31x + 150 = 0,,
JAMB,Mathematics,1984,,,,,,41,,
JAMB,Mathematics,1984,"The quadratic equation whose roots are 1 -   13 and 1 +
13 is",x2 + (1 - √13)x + 1 + √13 = 0,x2 + (1 - √13)x + 1 - √13 = 0,x2 + 2x + 12 = 0,x2 – 2x + 12 = 0,x2 – 2x – 12 = 0,,
JAMB,Mathematics,1984,,,,36,22,41,,
JAMB,Mathematics,1984,"P
5 cm
Q
S
11 cm
T
4 cm
R
What is the volume of the regular three dimensional
figure drawn above?",160cm3,48cm3,96cm3,120cm3,40cm3,,
JAMB,Mathematics,1984,"If (x - 2) and (x + 1) are factors of the expression x3 + px2
+ qx + 1, what is the sum of p and q?",0,–3,3,–17/3,–2/3,,
JAMB,Mathematics,1984,"A cone is formed by bending a sector of a circle having
an angle of 2100. Find the radius of the base of the cone
if the diameter of the circle is base of the cone if the
diameter of the circle is 12cm",7.00cm,1.75cm,Ö21cm,3.50cm,2Ö21cm,,
JAMB,Mathematics,1984,"X
120
3 cm
Z
Y
5 cm
Using    XYZ in the figure above find XYZ",290,31020’,310,31018’,590,,
JAMB,Mathematics,1984,"The sides of a triangle are (x + 4)cm, x cm and (x- 4) cm
respectively. If the cosine of the largest angle is 1/5,
find the value of x",24cm,20cm,28cm,88/7ccm,0cm,,
JAMB,Mathematics,1984,"If a = 2x/1 – x and b = 1 + x / 1 – x
then a2 – b2 in the simplest form is",3x+1/(x-1),3x2-1/(x-1)2,3x2+1/(1-x)2,5x2-1/(1-x)2,5x2 -2x -1/(1-x)2,,
JAMB,Mathematics,1984,"Simplifty (1  +   1    )   (x+2)
(       x+1)",(x2 - 1)(x + 2),x2 (x + 2)/x + 1,x2 - (x + 2),2x(x + 2),2x(x + 2)/x + 1,,
JAMB,Mathematics,1984,"5
30
6
35
7
20",30,35,55,62,92,,
JAMB,Mathematics,1984,"Find the integral values of x which satisfy the
inequalities –3 < 2 –5x < 12","-2, -1","–2, 2","–1, 0","0,1","1,2",,
JAMB,Mathematics,1984,"r
r
60
O
r
60
O
60
O
r
Find the area of the shaded portion of the semi – circular
figure above.",r2/4(4p - 3    3),r2/4(2p + 3   3),1/2r2p,1/8r   3,"r2/8(4p + 3   3)
P",,
JAMB,Mathematics,1984,,,,,,,,
JAMB,Mathematics,1984,,,,,22,41,,
JAMB,Mathematics,1984,"The cumulative frequency function of the data below
is given by the frequency y = cf(x). what is cf(5)?
Scores(n)
Frequency(f)
3
30
4
32
5
30
6
35
7
20",30,35,55,62,92,,
JAMB,Mathematics,1984,,,24,36,22,41,,
JAMB,Mathematics,1984,"A right circular cone has a base radius r cm and a vertical
2y0. the height of the cone is",r tan y0cm,r sin y0cm,r cot y0cm,r cos y0cm,r cosec y0cm,,
JAMB,Mathematics,1984,"Two fair dice are rolled. What is the probability that
both show up the same number of point?",1/36,7/36,½,1/3,1/6,,
JAMB,Mathematics,1984,,,,,,,,
JAMB,Mathematics,1984,"y = x +
2
1
y =x  - x -
2
1
2
x
Find the x coordinates of the points of intersection of
the two equations in the graph above.","1,1","0,-4","4,9","0,0","0,4",,
JAMB,Mathematics,1984,"If sin q = x/y and 00 < q < 900
then find 1/ tan q",x/√(y2 – x2),x/y,"√y2 –n2
√y2−x2",(√y2 – x2)/(√y2 – x2),√y2 – x2/y,,
JAMB,Mathematics,1984,"O
r
20
O
Q
S
y
R
In the figure above QRS is a line, PSQ = 350 SPR = 300
and O is the centre of the circle find OQP",350,300,1300,250,650,,
JAMB,Mathematics,1984,"10
8
Frequency
6
4
2
0
0-9  10-19  20-29   30-39  40-49  50-59
Marks
The bar chart above shows the mark distribution in a
class test. Find the number of students in the class.",9,2,60,30,34,,
JAMB,Mathematics,1984,"S
T
135
O
P
R
O
Q
In the figure above, O is the centre of circle PQRS and
PS//RT. If PRT = 1350, then PSQ is","671/2
0",450,900,"333/4
0","221/2
0",,
JAMB,Mathematics,1984,"XYZ is a triangle and XW is perpendicular to YZ at W.
if  XZ = 5cm and WZ = 4cm, calculate XY.",5√3cm,3√5cm,3Ö3cm,5cm,"6cm
X
5 cm
10 cm
4 cm
Y
Z",,
JAMB,Mathematics,1984,"Measurements of the diameters in centimeters of 20
copper spheres are distributed as shown below
Class boundary in cm
frequency
3.35-3.45
3
3.45-3.55
6
3.55-3.65
7
3.65-3.75
4
What is the mean diameter of the copper sphere?",3.40cm,3.58cm,3.56cm,3.62cm,3.63cm,,
JAMB,Mathematics,1984,"What is the obtuse angle formed when the point U is
U
T
V
R
S
P
O
Mathematics 1985",,,,,,,
JAMB,Mathematics,1984,"What is the acute angle formed when the point V joined
to Q?","3/2B.
2/3",300,2,3,18,,
JAMB,Mathematics,1985,"Arrange the following numbers in ascending order of
magnitude    6/7,13/15,0.865",6/7 < 0.865 < 13/15,6/7 < 13/15 < 0.865,13/15 < 6/7 < 0.865,13/15 < 0.865 < 6/7,0.865 < 6/7 < 13/15,,
JAMB,Mathematics,1985,"B.
2/3",,,2,3,18,,
JAMB,Mathematics,1985,"In the equation below,  solve for x if all the numbers are in
base 2?
11/x = 1000/(x + 101)",101,11,110,111,10,,
JAMB,Mathematics,1985,"List all integers satisfying the inequality
-2 < 2x – 6 < 4","2,3,4,5","2,3,4","2,5","3,4,5","4,5",,
JAMB,Mathematics,1985,"Find correct to tow decimal places
100 + 1/100 + 3/1000 + 27/10000",100.02,1000.02,100.22,100.01,100.51,,
JAMB,Mathematics,1985,"Simplify 1/2 + 1
1
2 +  -------------
1
2 - --------------
4 +1/5",¾,–1/3,169/190,13/15,121/169,,
JAMB,Mathematics,1985,"If three number p,q,r are in the ratio 6:4:5 find the value
of (3q – q)/(4q + r)",,,,,,,
JAMB,Mathematics,1985,"Without using tables, evaluate  Log24 + Log42 – Log255",½,1/5,0,5,2,,
JAMB,Mathematics,1985,"John gives one third of his money to Janet who has
#105.00. He then finds that his money is reduced to
one-fourth of what Janet now has. Find how much
money John had at first.",#45.00,#48.00,#52.00,#58.00,#60.00,,
JAMB,Mathematics,1985,00/(x + 101),101,11,110,111,10,,
JAMB,Mathematics,1985,/x = 1000/(x + 101),101,11,110,111,10,,
JAMB,Mathematics,1985,"221/2% of the Nigerian Naira is equal to 171/10% of a foreign
currency M. what is the conversion rate of the M to the
Naira?",1M = 15/57N,1M = 211/57N,1M = 118/57N,1M = 381/4N,1M = 3843/4N,,
JAMB,Mathematics,1985,"If three number p,q,r are in the ratio 6:4:5 find the value
of (3q – q)/(4q + r)",,,,,,,
JAMB,Mathematics,1985,If ex= 1 + x + x2/12 + x3/1.2.3 + ….. find 1/e1/2,1 - x   + x2 - x2 +...,"1 + x +  x2  + x2
2     123  24 3
2   1.22   23.3",1 + x   + x2 - x2 +...,"1 -  x +  x2  -  x2   +
2     1.23  24. 3
2   1.22   23.3","1+ x 3   + x3 - x4 +
1.2  12.4   12.63",,
JAMB,Mathematics,1985,(4√3 + 4√2) (4√3 - 4√2) (3√ + √2) is equal to,0,4√3 + 4√2,(4√2 - 4√3) (√3 + √2),√3 + √2,1,,
JAMB,Mathematics,1985,"In a restaurant, the cost of providing a particular type
of food is partly constant and partly inversely
proportional to the number of people. If the cost per
head for 100people is 30k and the cost for 40 people is
60k, find the cost for 50 people",15k,45k,20k,50k,40k,,
JAMB,Mathematics,1985,,,,,,,,
JAMB,Mathematics,1985,,,,,,,,
JAMB,Mathematics,1985,Factorize abx2 + 8y – 4bx –2axy,(ax - 4) (bx – 2y),(ax + b) (x – 8y),(ax – 2y) (by – 4),(abx - 4) (x – 2y),(bx - 4) (ax – 2y),,
JAMB,Mathematics,1985,"At what real value of x do the curves whose equations
are y = x3 + x and y = x2 + 1 intersect?",-2,2,–1,0,1,,
JAMB,Mathematics,1985,"If the quadrilateral function 3x2 – 7x + R is a perfect
square find R",49/24,49/3,49/6,49/12,49/36,,
JAMB,Mathematics,1985,,,,,,37,,
JAMB,Mathematics,1985,"Solve for (x,y) in the equations
2x + y = 4: x2 + xy = -12","(6, -8); (-2,8)","(3, -4); (-1, 4)","(8, -4); (-1, 4)","(-8, 6);(8, -2)","(-4, 3);(4, -1)",,
JAMB,Mathematics,1985,"Solve the simultaneous equations
2x – 3y + 10 = 10x – 6y = 5","x = 21/2, y = 31/3","x = 31/2, y = 21/3","x = 21/4, y = 3","x = 31/2, y = 21/5","x = 21/2, y = 21/3",,
JAMB,Mathematics,1985,If f(x - 2) = 4x2 + x + 7 find f(1),,,,,,,
JAMB,Mathematics,1985,"In DXYZ, XY = 13cm, YZ = 9cm, XZ = 11cm and XYZ =
q0. find cos  q0",4/39,43/39,209/286,1/6,43/78,,
JAMB,Mathematics,1985,,,,7,46,17,,
JAMB,Mathematics,1985,"Find the number of goals scored by a football team in
20matches is shown below
No . of goals
No . of matches
0   1   2   3   4   5
3   5   7   4   1   0
What are the values of the mean and the mode
respectively?","(1.75, 5)","(1.75, 2)","(1.75, 1)","(2,2)","(2,1)",,
JAMB,Mathematics,1985,"If the hypotenuse of a right angle isosceles triangle is
2, what is the length of each of the other sides?",√2,1/√2,2√2,1,2 -1,,
JAMB,Mathematics,1985,"If two fair coins are tossed, what is the probability of
getting at least one head?",¼,½,1,2/3,¾,,
JAMB,Mathematics,1985,"The ratio of the length of  two similar rectangular blocks
is 2:3, if the volume of the larger block is 351cm3, then
the volume of the other block is",234.00cm3,526.50cm3,166.00cm3,729.75cm3,104.00cm3,,
JAMB,Mathematics,1985,"The bearing of bird on a tree from a hunter on the
ground is N720E. what is the bearing of the hunter from
the bird?",S180W,S720W,S720Eq,S270E,S270W,,
JAMB,Mathematics,1985,"15
25
Y
8
K
Z
In D XYZ above, XKZ = 900, XK = 15cm, XZ cm and YK
= 8cm. Find the area of the D XYZ.",180sq.cm,210sq.cm,160sq.cm,320sq.cm,390sq.cm,,
JAMB,Mathematics,1985,Without using tables. Calculate the value of 1 + sec230?,21/3,2,11/3,¾,3/7,,
JAMB,Mathematics,1985,"What is the probability that a number chosen at random
from the integers between 1 and 10 inclusive is either a
prime or a multiple of 3?",7/10,3/5,4/5,½,3/10,,
JAMB,Mathematics,1985,"Find the area of a regular hexagon inscribed in a circle
of radius 8cm.",16√3cm2,96√3cm2,192.3cm2,16cm2,32cm2,,
JAMB,Mathematics,1985,,,,,,,,
JAMB,Mathematics,1985,"If cosq = √3/2 and 0 is less than 900, calculate
cot (90 - q) / sin2q",4√3/3,4√3,√3/2,1/√3,2/√3,,
JAMB,Mathematics,1985,"A solid sphere of radius 4cm has mass of 64kg. What will
be the mass of a shell of the same metal whose internal
and external radii are 2cm and 3cm respectively?",5kg,16kg,19kg,25kg,48kg,,
JAMB,Mathematics,1985,,,,,22,37,,
JAMB,Mathematics,1985,"M
N
K
L
I
J
G
H
In the figure above GHIJKLMN is a cube of side a. find
the length of HN",3√a,3a,3a2,a√2,a√3,,
JAMB,Mathematics,1985,"PQRS is a trapezium  of area 14cm2 in which PQ//RS, if
PQ = 4cm and SR = 3cm, find the area of DSQR in cm2",7.0,6.0,5.2,5.0,4.1,,
JAMB,Mathematics,1985,"Q
0
O
0
O
S
R
P
In the figure PQ is the tangent from P to the circle QRS
with SR as its diameter. If PQR = q0, which of the following
relationship 00 is correct.?",q0 + f = 900,f0 = 900 - 200,q0  = f0,f0 = 200,q0 + 2f0 = 1200,,
JAMB,Mathematics,1985,"A bag contains 4 white balls and 6 red balls. Two Redballs
are taken from the bag without replacement. What is
the probability that they are both red?",1/3,2/9,2/15,1/5,3/5,,
JAMB,Mathematics,1985,"How many 2     2cm diameter discs can be cut out of a
sheet of cardboard 218   2p3/4cm long and     p1/2cm wide?",49,219,217p3/4(     2p + 2),210p3/4(1 +     2),29(     2 + 1),,
JAMB,Mathematics,1985,"Two points X and Y both on latitude 600S have
longitudes 1470E and 1530W respectively. Find to the
nearest kilometre the distance between X and Y
measured along the parallel of latitudes (Take 2  R = 4 x
104km, where R is the radius of the earth).",28.850km,16.667km,8.333km,6.667km,3.333km,,
JAMB,Mathematics,1985,"120
O
3
3
In the figure above the area of the shaded segment is",3p,9    3/4,3(p - 3    3/4),3(    3 - p)/4,"p + 9    3/4
Mathematics 1986",,
JAMB,Mathematics,1985,"In a class of 120students, 18 of them scored an A grade in",,,,,,,
JAMB,Mathematics,1985,,,219,217p3/4(     2p + 2),210p3/4(1 +     2),29(     2 + 1),,
JAMB,Mathematics,1985,,,,,52,54,,
JAMB,Mathematics,1986,,,x2 + 1,x2 + 4,1,x2 - 4,,
JAMB,Mathematics,1986,"If Musa scored 75 in Biology instead of 57, his
average mark in four subjects would have been 60.
what was his total mark?",282,240,222,210,,,
JAMB,Mathematics,1986,"3
In the figure above the area of the shaded segment is",3p,9    3/4,3(p - 3    3/4),3(    3 - p)/4,"p + 9    3/4
Mathematics 1986",,
JAMB,Mathematics,1986,"Find the smallest number by which 252 can be
multiplied to obtain a perfect square",2,3,5,7,,,
JAMB,Mathematics,1986,"Find the reciprocal of          2/3
1/2 + 1/3",4/5,5/4,2/5,6/7,,,
JAMB,Mathematics,1986,"Three boys shared some oranges. The first receive 1/3
of the oranges, the second received 2/3 of the remainder,
if the third boy received the remaining 12 oranges. How
many oranges did they share?",60,54,48,42,,,
JAMB,Mathematics,1986,"If P = 18, Q = 21, R = -6 and S = -4 calculate (P - Q) + S2",-11/216,11/216,–43/115,41/116,,,
JAMB,Mathematics,1986,"Simplify    0.03 x 4 x 0.00064
0.48 x 0.012",3.6 x 102,36 x 102,3.6 x 103,3.6 x 104,,,
JAMB,Mathematics,1986,"Udoh deposited #150 00 in the bank. At the end of 5
years the simple interest on the principal was #55 00.
At what rate per annum was the interest paid?",11%,71/3%,5%,31/2%,,,
JAMB,Mathematics,1986,"A number of pencils were shared out among Bisi, Sola
and Tunde in the ratio 2:3:5 respectively. If Bisi got 5,
how many were shared out?",15,25,30,50,,,
JAMB,Mathematics,1986,"The ages of Tosan and Isa differ by 6 and the product
of their ages is 187. write their ages in the form (x, y),
where x > y","(12, 9)","(23, 17)","(17, 11)","(18, 12)",,,
JAMB,Mathematics,1986,"In 1984, Ike was 24 years old and is father was 45 years
old in what year was Ike exactly half his father’s age?",1982,1981,1979,1978,,,
JAMB,Mathematics,1986,"Simplify   (      1
1    ) x -1/√3
(√5 + √3    −  √5 − √3)",√3/√5,–2/√3,–2,–1,,,
JAMB,Mathematics,1986,Find n if Log24 + Log2Z – Log2n = -1,10,14,27,28,,,
JAMB,Mathematics,1986,,,25,30,50,,,
JAMB,Mathematics,1986,"If x varies directly as y3 and x = 2 when y = 1, find x
when y = 5",2,10,125,250,,,
JAMB,Mathematics,1986,"Factorize completely.
3a + 125ax3",(2a + 5x2)(4 + 25ax),a(2 + 5x)(4 – 10x + 25ax2),(2a + 5x)(4  - 10ax + 25ax2),a(2 + 5x)(4 + 10ax + 25ax2),,,
JAMB,Mathematics,1986,,,16,14,12,,,
JAMB,Mathematics,1986,"Find all the numbers x which satisfy the inequality 1/
3(x + 1) – 1 > 1/5 (x + 4)",x < 11,x < -1,x > 6,x > 11,,,
JAMB,Mathematics,1986,,,30,48,60,,,
JAMB,Mathematics,1986,Solve the equation 3x2 + 6x – 2 = 0,"x = -1,±√3/3","x = -1,±√15/√3","x = -2, ±2√3/3","x = -2, ±2√15/3",,,
JAMB,Mathematics,1986,Simplify.    1/ 5x +5    + 1/7x + 7,12/35+7,1/35(x+1),12x/35(x+1),12/35x + 35,,,
JAMB,Mathematics,1986,"The curve y = -x2 + 3x + 4 intersects the coordinate axes
at","(4,0)(0,0)(-1,0)","(-4,0)(0,4)(1,1)","(0,0)(0,1)(1,0)","(0,4)(4,0)(-1,0)",,,
