exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Chemistry,1983,An element is electronegative if,it has a tendency to exist in the gaseous form,its ions dissolve readily in water,it has a tendency to lose electrons,it has a tendency to gain electrons,it readily forms covalent bonds,,
JAMB,Chemistry,1983,"Solution X,Y, and Z have pH values 3.0, 5.0 and 9.0 respectively. Which of the following statements is correct?",All the solution are acidic,All solution are basic,Y and Z are more acidic than water,Y is more acidic than X.,Z is the least acidic,,
JAMB,Chemistry,1983,"Which of these metals, Mg, Fe, Pb, and Cu will dissolve in dilute HCI?",All the metals,"Mgm Fe, and Cu","Mg, Fem and Pb",Mg and Fe only,Mg only,,
JAMB,Chemistry,1983,Stainless steel is an alloy of,"Carbon, iron and lead","Carbon, ion and chromium",Carbon iron and copper,"Carbon, iron and silver",Carbon and iron only,,
JAMB,Chemistry,1983,What volume of 0.50 MH2SO4 will exactly neutralize 20cm3 of 0.1 M NaOH solution?,2.0 cm3,5.0 cm3,6.8 cm3,8.3 cm3,10.4 cm3,,
JAMB,Chemistry,1983,Which of the following pair of gases will NOT react further with oxygen at a temperature between 30oC and 400oC?,SO2 and NH3,CO2 and H2,NO2 and SO3,SO3 and NO,CO and H2,,
JAMB,Chemistry,1983,Some metals are extracted from their ores after some preliminary treatments by electrolysis (L) some by thermal reaction(T) and some by a combination of both processes(TL). Which set-up in the following for the extraction of iron copper and aluminum is correct?,"Iron (L), copper (L) m aluminum (T)","Iron (T), copper (L), aluminum (T)","Ion (TL), copper (TL), aluminium (TL)","Iron (L), copper (T), aluminium (T).","Ion (T), copper (L), aluminium (TL).",,
JAMB,Chemistry,1983,"In the preparation of some pure crystals of Cu (NO3)2 starting with CuO, a student gave the following statements as steps he employed. Which of these shows a flaw in his report?",Some CuO was reacted with excess dilute H2SO4,The solution was concentrated,"When the concentrate was cooled, crystals formed were removed by filtration.",The crystals were washed with very cold water,The crystals were then allowed to dry.,,
JAMB,Chemistry,1983,Which of the following seperation processes is most likely to yield high quality ethanol (>95%) from palm wine?,Fractional disllation without a dehydrant,Simple distillation without a dehydrant,Fractional distillation with a dehydrant,Column chromatography,Evaporation,,
JAMB,Chemistry,1983,Increasing the pressure of a gas,lowers the average kinetic energy of the molecules,decreases the density of the gas,decreases the temperature of the gas,increases the density of the gas,increases the volume of the gas.,,
JAMB,Chemistry,1983,"2.5 g of a hydrated barium salt gave on heating, 2.13 g of the anhydrous salt. Given that the relative molecular mass of the anhydrous salt is 208, the number of molecules of water of crystallization of the barium salt is",10,7,5,2,1,,
JAMB,Chemistry,1983,"3.06 g of a sample of potassium trioxochlorate (v) (KCIO3) was required to make a saturated solution with 10cm3 of water at 25oC. The solubility of the salt at 25oC is [K =39, CI =35.5, O=16]",5.0 moles dm3,3.0 moles dm3,"2,5 moles dm3",1.0 moles dm3,0.5 moles dm3,,
JAMB,Chemistry,1983,The cracking process is very important in the petroleum industry because it,gives purer products,Yields more lubricants,Yields more engine fuels,Yields more asphalt,Yield more candle wax,,
JAMB,Chemistry,1983,A gas that can behave as reducing agent towards chlorine and as an oxidizing agent toward hydrogen sulphide is,O2,NO,SO2,NH3,CO2,,
JAMB,Chemistry,1983,Which if the following solution will give a white precipitate with barium chloride solution and a green flame test?,Na2SO4,CuSO4,CaSO4,CaCI2,(NH4)2 SO4,,
JAMB,Chemistry,1983,The mass of an atom is determined by,its ionization potential,its electrochemical potential,the number of protons,the number of neutrons and protons,the number of neutrons and electrons,,
JAMB,Chemistry,1983,Which of the following is neutralization reaction?,Addition of chloride solution,Addition of trioxonirate (V) acid (nitric acid) to distilled water.,Addition of trioxonirate (V) acid (nitric acid) to tetraoxosulphate (V1) acid (sulphuric acid).,,,,
JAMB,Chemistry,1984,"A jet plane carrying 3,000 kg of ethane burns off all the gas forming water and carbondioxide. If all the carbondioxide is expelled and the water formed is condensed and kept on board the plane, then the gain in weight is","1,800 kg",900 kg,600 kg,"2,400 kg","1,200kg",,
JAMB,Chemistry,1984,"Liquid X, reacts with sodium trioxocarbonate (IV) (Na2CO3) to give a gas which turns calcium chloride solution milky. X is",Na2SO4 (aq),KI (ag),An alkali,An acid,A hydrocarbon.,,
JAMB,Chemistry,1984,Which of the following statements is FALSE?,copper (11) ion can be reduced to copper (1) ion by hydrochloric acid and zinc.,Sodium metal dissolves in water giving oxygen,Nitrogen is insoluble in water,Carbondioxide is soluble in water,Lead has a higher atomic weight than copper,,
JAMB,Chemistry,1984,When sodium dioxonitrate (111) (HaNO2 \) dissolves is,Exothermic,Endothermic,Isothermic,Isomeric,Hydroscopic,,
JAMB,Chemistry,1984,"The equilibrium reaction between copper (1) chloride and chloride at 25oC and 1 atmosphere is represented by the equation: 2CuCI2 + CI2 2CuCI2 H = -166kJ . Which of the following statement is TRUE for the reaction, pressure remaining constant.",More CuCI2 is formed at 40oC,More CuCI2 is formed at 10oC,Less CuCI2 is formed at 10oC D there is no change CuCI2 formed at 40oC and 10oC,,More CuCI2 is consumed at 40oC,,
JAMB,Chemistry,1984,Zn + H2SO4 ZnCI2 + H2 The rate of the above reaction will be greatly increased if.,the zinc is in the powered form,a greater volume of the acid is used,a smaller volume of the acid is used,the reaction vessel is immersed in an ice-bath,the zinc is in the form of pellets.,,
JAMB,Chemistry,1984,"Zn + H2SO4 ZnSO4 + H4 In the above reaction how much zinc will be left undissolve if 2.00 g of zinc treated with 10cm3 of 1.0 M of H2SO4? [Zn =65, S=32, O = 16, H = 1]",1.35 g,1.00 g,0.70 g,0.65 g,0.06 g,,
JAMB,Chemistry,1984,30cm3 of 0.1 M AI(NO3)3 solution is reacted with 100cm3 of 0.15M of NaOH solution. Which is in excess and by how much?,"NaOH solution, by 70cm3","NaOH solution, by 60cm3",NaOH solution by 40cm3,"AI (NO3)3, solution by 20cm3","AI (NO3)3 solution, by 10cm3 Chemistry 1984",,
JAMB,Chemistry,1984,Sodium chloride may be obtained from brine by,titration,decantation,distillation,evaporation,sublimation,,
JAMB,Chemistry,1984,20cm3 of hydrogen gas are sparked with 20cm3 of oxygen gas in an eudiometer at 373K (100oC) and 1 at atmosphere. The resulting mixture is cooled to 298 K (25oC) and passed over calcium chloride. The volume of the residual gas is,40cm3,20cm3,30cm3,10cm3,5 cm3,,
JAMB,Chemistry,1984,For the reaction NH4 NO 2 N2 + 2H2O calculate the volume of nitrogen that would be produced at S.T.P from 3.20 g of the trioxonirate (111) salt.,2.24 dm3,2.24 cm3,1.12 cm3,1.12 dm3,"4.48dm3 (Relative atomic masses: N = 14m O =16, H=1).",,
JAMB,Chemistry,1984,Manganese (1V) oxide reacts with concentrated hydrochloric acid according to the equation MnO2 + xHCI MnCI2 + CI +yH2O. x and y are,2 and 5 respectively,2 and 4 respectively,,,,,
JAMB,Chemistry,1984,A molar solution of caustic soda is prepared by dissolving,40 g NaOH in 100 g of water,40 g NaOH in 1000 g of water,20 g NaOH in 500 g of solution,20 g NaOH in 1000 g of solution,20 g NaOH in 80 g of solution.,,
JAMB,Chemistry,1984,Which among the element 1. Carbon 2. Oxygen 3. Copper 4. Bromine 5. Zinc will NOT react with either water of stream?,1 and 2,2 and 3,3 and 4,"1, 2, and 3","2, 3 and 5",,
JAMB,Chemistry,1984,Fig 1 Which of the curves shown in fig 1 represents the relationships between the volume (v) and pressure (p) of an ideal gas at constant temperature?,1,2,3,4,1 and 3,,
JAMB,Chemistry,1984,Naphthalene when heated melts at 354K (81oC) . At this temperature the molecules of naphthalene .,decompose into smaller molecules,change their shape,are oxidized by atmospheric oxygen,contract,become mobile as the inter molecular forces are broken.,,
JAMB,Chemistry,1984,The ration of the number of molecules in 2g of hydrogen to that in 16 g of oxygen is,2:1,1:1,1:2,1:4,1:8,,
JAMB,Chemistry,1984,powdering the reactant if solid,H2SO4 +AISO4 2H2O + AISO4,HSO4 + AIOH H2O +AISO4,3H2SO4 +2AIH3 6H2OH + AI (SO4)3,3H2SO4 + 2AI(OH)3 6H2O + AI (SO4)3,H2SO4 +AI (OH)3 H2O +AI2 (SO4)3,,
JAMB,Chemistry,1984,Fig. 2. The solubility curves of four substances are shown in Fig.2. Which of the four substances would crystallize from a saturated solution cooled from 353 K (80oC) to 323 K (50oC),P and Q,P and R,P and S,R and S,Q and R.,,
JAMB,Chemistry,1984,which of the following mixtures would result in a solution of pH greater than 7?,25.00 cm3 of 0.05 M H2SO4 and 25.00 cm3 of 0.50 m Na2CO3,25.00 cm3 of 0.50 M H2SO4 and 25;00 cm3 of 0.10 M NaHCO3,25.00 cm3 of 0.11 M H2SO4 and 25.00 cm3 of 0.10 M NaOH,25.00 cm3 of 0.11 M H2SO4 and 50.00 cm3 of 0.50 M NaOH,25.00 cm3 of 0.25 MH2SO4 and 50.00 cm3 of) .20 M NaOH,,
JAMB,Chemistry,1984,In which of the following reactions does hydrogen peroxide acts as a reducing agent?,H2S + H2O S + 2H2O,PbSO3 + H2O2 PbSO4 + H2O,2‘! + 2H + H2O I2 + 2H2O,PbO2 + 2HNO3 +H2O2 Pb (NO3)2 + 2H2O + O2,SO + H2O2 H2SO4,,
JAMB,Chemistry,1984,"For the reaction 2Fe + 2 e- 2Fe2+ +I2, which of the following statements is TRUE?",Fe is oxidized to Fe3,Fe3+ is oxidized to Fe2+,,,,,
JAMB,Chemistry,1984,The diagram above (Fig.3) shows the energy profile for the reaction A+B = C+,spontaneous,isothermal,adiabatic,exothermic,endothermic,,
JAMB,Chemistry,1984,In dilute solute the heat of the following NaOH + HCI = NaCI + H2O + H2SO4 Na2SO4 + 2H2O is,+28.65 kJ,–28.65kJ,+57.3 kJ,–114.6 kJ,–229.2 kJ,,
JAMB,Chemistry,1984,For the reactions: (1 Melon oil + NaOH ! Soap + Glycerol (11) 3Fe + 4H2O Fe3O4 + 4H2 (111) N2O4 2NO2. Which of the following statements is true?,Each of the three reactions requires a catalyst,All the reactions demonstrate Le Chatelier’s principle,The presence of a catalyst will increase the yield of products,Increase in pressure will result in higher yields of the products in 1 and 11 only,Increase in pressure will result in higher of the products in 111 only.,,
JAMB,Chemistry,1984,Which of the following methods may be used to prepare trioxonirate (V) acid (nitric acid) in the laboratory?,Heating ammonia gas with tetraoxosulphate (1V) acid,Heating ammonium trioxosulphate (V) with tetraoxonitrate (V) acid,Heating sodium trioxonirate (v) with tetraoxosulphate (V1) acid,Heating potassium trioxonirate (V) with calcium hydroxide.,Heating a mixture of ammonia gas and oxygen\,,
JAMB,Chemistry,1984,"Lime –water, which is used in the laboratory for the detection of carbon (1V) oxide, is an aqueous solution of:",Ca (OH)2,CaCO3,CaHCO3,CaSO4,N2CO3,,
JAMB,Chemistry,1984,An element that can exist in two or more different structure forms which possess the desame chemical properties is said to exhibit,polymerism,isotropy,isomorphism,isomerism,allotropy.,,
JAMB,Chemistry,1984,Sulphur….,Forms two alkaline oxides,Is spontaneously flammable,Burns with a blue flame,Conducts electricity in the molten state,Is usually stored in the form of sticks in water.,,
JAMB,Chemistry,1984,Which off the following statements is NOT true of carbon monoxide?,CO is poisonous,CO is readily oxidized at room temperature by air to form Co2,"CO may be prepared by reducing CO2, mixed coke heated to about 1000oC",CO may be prepared by heating charcoal with a limited amount of O2,CO is a good reducing agent.,,
JAMB,Chemistry,1984,From the reactions: ZnO + Na2O Na2ZnO and ZnO+ CO2 ZnCO3 it may be concluded that zinc oxide is,neutral,basic,acidic,amphoteric,a mixture,,
JAMB,Chemistry,1984,An example of a neutral oxide is,AL2O3,NO2,CO2,CO,SO2,,
JAMB,Chemistry,1984,"3CI2+ 2NH3 N2 + 6HCI. In the above reaction, ammonia acts as .",a reducing agent,an oxidizing agent,an acid,a catalyst,a drying agent,,
JAMB,Chemistry,1984,"In the Haber process for the manufacturer of ammonia, finely divided iron is used as",an ionizing agent,a reducing agent,a catalyst,a dehydrating agent,an oxidizing agent.,,
JAMB,Chemistry,1984,"An organic compound with a vapour density 56.5 has the following percentage composition: C = 53.1%, N = 12.4%, O = 28.3%, H = 6.2%. The molecular formula of the compound is",C3H6O2N,C5H6O2N,(C5H7O2N)½,C5H7O2N,"(C5H7ON)2. Relative atomic masses: N = 12.4%, O = 28.3%, H = 1)",,
JAMB,Chemistry,1984,The hybridization of the carbon atom in ethyne is,Sp^,sp3,sp2,sp,s,,
JAMB,Chemistry,1984,"When the kerosene fraction form petrol is heated at high temperature, a lower boiling liquid is obtained. This process is known as",polymerization,refining,hydrogenation,cracking,fractional distillation O,,
JAMB,Chemistry,1984,CH3- CH2- C OH Is,acetic acid,propanal,propanol,ethanoic acid,propanoic acid,,
JAMB,Chemistry,1984,Alkaline hydrolysis of naturally occurring fats and oils yields.,fats and acids,soaps and glycerol,margarine and butter,esters,detergents.,,
JAMB,Chemistry,1984,Which of the following represents a carboxylic acid? OH,R C O OR,R C O,"H2SO4,",R - COOCOR H,R C O,,
JAMB,Chemistry,1984,which of the statement is INCORRECT?,fractional distillation of crude petroleum will give following hydrocarbon fuels in order of increasing boiling point: Butane < petrol < kerosene,H2C = CH2 will serve as a monomer in the preparation of polythene,Both but – 1- ene and but –1-1yne will decolorize bromine readily.,"But –2 – ene will react with chlorine to form 2, 3 – dichlorobutane.",Calcium carbide will react with water to form any alkayne,,
JAMB,Chemistry,1984,"which of the following statement is NOT correct about all four of the acids: HBr, HNO3 H2CO3 and H2SO4? They",dissolve marble to liberate litmus red,have a pH less than 7,turn blue litmus red,neutralize alkalis to form salt,react with magnesium to liberate hydrogen.,,
JAMB,Chemistry,1984,If the cost of electricity required to deposit 1 g old magnesium is N5.00. How much salt would it cost to deposit 10 g of aluminium?,16.70 g,,N44.44,N66.67,"N33.33. (Relative atomic masses: AI = 27, Mg = 24). 37, In an experiment, copper tetraoxosulphate (V1) solution was electolysed using copper electrodes, The mass of copper deposited at the cathode by the passage of 16000 coulombs of electricity is",,
JAMB,Chemistry,1984,60g,,,67.10 g,,,,
JAMB,Chemistry,1984,67 g,,,,,"60.17 g (Relatively atomic masses: Cu = 63.5m O = 16, H = 1, S = 32).",,
JAMB,Chemistry,1984,"Which of the following statements is NOT true of the elements R, U, S, T, Y?",R is an isotope of hydrogen,U and Y are isotopes,"R,U,S and T are metals",T is a noble gas,S will react with oxygen to form SO,,
JAMB,Chemistry,1984,Nitrogen can best be obtained from a mixture of oxygen and nitrogen by passing the mixture over,potassium hydroxide,heated gold,heated magnesium,heated phosphorus,calcium chloride.,,
JAMB,Chemistry,1984,Water is said to be ‘hard’ if it,easily forms ice,has to be warmed before sodium chloride dissolves in it,forms an insoluble scum with soar,contains nitrates,contains sodium ions.,,
JAMB,Chemistry,1984,Sodium hydroxide (NaOH) pellets are,deliquescent,hygroscopic,efflorescent,hydrated,fluorescent.,,
JAMB,Chemistry,1984,Which of the following structure formulae is NOT numeric with others?,H H H H | | | | H–C- C - C – OH | | | | H H H H,,,,,,
JAMB,Chemistry,1984,Alkalines,are all gases,have the general formula CnH2n + 2O,contains only carbon and hydrogen,are usually soluble in water,are usually active compounds.,,
JAMB,Chemistry,1984,"If an excess of a liquid hydrocarbon is poured into a jar of chlorine, and the sealed jar is then exposed for several hours to bright sunlight, all the chlorine gas is consumed. The hydrocarbon is said to have undergone",a polymerization reaction,an isomerixation reaction,an addition reaction,a substitution reaction,a reduction reaction,,
JAMB,Chemistry,1984,The function of conc. H2SOH4 in the etherification of ethanoic acid with ethanol is to,serves as a dehydrating agent,serves as solvent,act as a catalyst,prevent any side reaction,serve as an oxidizing reaction,,
JAMB,Chemistry,1984,"A piece of sea shell, when dropped into a dilute solution of hydrochloric acid produces a colourless odorless gas, which turns clear limewater milky. The shell contains",sodium chloride,ammonium nitrate,calcium carbonate,calcium chloride,magnesium chloride,,
JAMB,Chemistry,1984,"An aqueous solution of a metal salt, Mm gives a white precipate with NaOH, which dissolves in excess NaOH. With aqueous ammonium the solution of M also gives a white precipate which dissolves in excess ammonia. Therefore the caution in M is",Zn++,Ca++,AI+++,Pb++,Cu++,,
JAMB,Chemistry,1984,The I.U.P.,isopropylethene,acetylene,3-methylbutane,2-methybutane,5-methypentane.,,
JAMB,Chemistry,1984,At S.T.P how many litres of hydrogen can be obtained from the reaction of 500cm3 of 0.5 M H2SO4 excess zinc metal.,22.4 dm3,11.2 dm3,6.5 dm3,5.6 dm3,0.00 dm3 (Gram molecular volume of H2 = 22.4 dm3),,
JAMB,Chemistry,1985,Which of the following conducts electricity?,Sulphur,Graphite,Diamond,Red phosphorus,Yellow phosphorus.,,
JAMB,Chemistry,1985,An organic compound contains 72% carbon 12% hydrogen and 16% oxygen by mass. The empirical formula of the compound is,C6H22O3,C6H10O3,C12H12O,C6H12O,"C3CH10 ( H= 1, C = 12, O= 16).",,
JAMB,Chemistry,1985,0.499 of CuSO4.xH2O when heated to constant weight gave a residue of 0.346 g. The value of x is,0.5,2.0,3.0,4.0,"5.0. (Cu = 63.5, S = 32.0 O = 16, H = 1).",,
JAMB,Chemistry,1985,In an experiment which of the following observation would suggest that a solid sample is a mixture? The,solid can be ground to a fine powder,density of the solid 2.25 g dm-3,solid begins to melt until 648 K,solid absorbs moisture from the atmosphere and turns into a liquid,solid melts at 300 K.,,
JAMB,Chemistry,1985,Hydrogen diffuses through a porous plug,at the same rate as oxygen,at a slower rare than oxygen,twice as fast as oxygen,three times as fast as oxygen,four times as fast as oxygen.,,
JAMB,Chemistry,1985,"Given the molecular mss of iron is 56 and that of oxygen is 16, how many moles of Iron (111) oxide will be contained in 1 kg of the compound?",25.0 moles,12.5 moles,6.25 moles,3.125 moles,0.625 moles,,
JAMB,Chemistry,1985,3.0 g of a mixture of potassium carbonate and potassium chloride were dissolved in a 250cm3 standard flask. 25 cm3 of this solution required 40.00cm3 of 0.1 M HCI for neutralization. What is the percentage by weight of K2CO3 in the mixture?,60,72,82,89,"92 (K = 39, O = 16, C = 12). Figure 2 below represents the solubility curb\ves of two salts, X and Y, in water. Use this diagram to answer question9 to 11",,
JAMB,Chemistry,1985,At room temperature (300K),Y is twice as soluble as X,X is twice as soluble as Y,X and Y soluble to the same extent,X is three times as soluble as Y,Y is three times as soluble as X,,
JAMB,Chemistry,1985,If 80 g each of X and Y are taken up in 100g of water at 353 K we shall have.,only 10 g of X and Y undissolve,only 16 g of Y undissolve,10 g of X and 16 g of Y undissolved,all X and Y dissolved,all X and Y undissolved,,
JAMB,Chemistry,1985,"If the molar mass of X is 36 g, the number of moles of X dissolved at 343 is",0.2 moles,0.7 moles,1.5 moles,2.0 moles,3.0 moles,,
JAMB,Chemistry,1985,Some properties of chemical substances are mentioned below (i) solar taste (ii)slippery to touch (iii)yields alkaline gas with ammonium salts (iv) has pH less than 7 (v) turns phenolphthalein pink. Which of the above are NOT typical properties of alkaline?,"(i), (iv) and (v)",(iv) and (v) Chemistry 1985,,,,,
JAMB,Chemistry,1985,A certain volume of a gas at 298K is heated such that its volume and pressure are now four times the original values. What is the new temperature?,18.6 K,100.0 K,298.0 K,1192.0 K,47689.0 K,,
JAMB,Chemistry,1985,Hydrogen is not liberated when trioxonirate (v) acid reacts with zinc because,Zinc is rendered passive by the acid,Hydrogen produced is oxidized to water,Oxides of nitrogen are produced,All nitrates are soluble in water,trioxonitrate v acid is a strong acid.,,
JAMB,Chemistry,1985,"The boiling points of water, ethanol, toluene and button-2-ol are 373.OK, 351.3K, 383.6 K and 372.5 K respectively. Which liquid has the highest vapour pressure at 323.0K?",water,Toluene,Ethanol,Butan-2-ol,None,,
JAMB,Chemistry,1985,In what respect will two dry samples of nitrogen gas differ from each other if samples 1 is prepared by completely removing CO2 and O2 from air and sample 2 is prepared by passing purified nitrogen (i) oxide over heated copper? Sample 1 is,purer than sample 2,slightly denser than sample 2,in all respects the same as sample 2,colourless but sample 2 has a light brown.,slightly less reactive than sample 2,,
JAMB,Chemistry,1985,Copper sulphate solution is electrolyzed using platinum electrodes. A current of 0.193 amperes is passed for 2hrs. How many grams of copper are deposited?,0.457 g,0.500 g,0.882 g,0.914 g,1.00 g (Cu = 63.5m F = 96500 coulombs),,
JAMB,Chemistry,1985,X + Y Z is an equilibrium reaction. The addition of a catalyst,increases the amount of W produced in a given time,"increase the rate of change in concentrations of X, Y and Z",increases the rate of disappearance of X and Y,increases the rate of the forward reaction,decreases the amounts of X and Y left after the attainment of equilibrium.,,
JAMB,Chemistry,1985,What is the formula of sodium gallate if gallium (Ga) shows an oxidation number of +3.,NaGaO3,Na2G(OH)2,NaGa(OH)3,NaGa (OH)4,NaGaO,,
JAMB,Chemistry,1985,"If the ONLY pollutants found in the atmosphere over a city are oxides of nitrogen suspended lead compounds, carbon monoxide and high level of methane, the probable source(s) of the pollution must be",automobile exhaust and biological decomposition,combustion of coal and automobile exhaust,biological decomposition only,"combustion of coal, automobile exhaust and biological decomposition",combustion of coal and biological decomposition.,,
JAMB,Chemistry,1985,"A correct electrochemical series can be obtained from K, Na, Ca, Al, Mg, Zn, Fe, Pb, H, Cu, Hg, Ag, Au by interchanging",Al and Mg,Zn and Fe,Zn and Pb,Pb and H,Au and Hg.,,
JAMB,Chemistry,1985,A certain industrial process is represented by the chemical equation 2A(g) + B(g) ’!C(g) + 3D(g) H = XkJ mol- . Which of the following conditions will favour the yield of the product?,"Increases in the temperature, decrease in pressure.",Increase in temperature increase in pressure,"Decrease in temperature, increase in pressure","Decrease in temperature, increase in pressure.","Constant temperature, increase in pressure.",,
JAMB,Chemistry,1985,2MnO4 - + 10Cl- + 16H + ’! 2Mn2+ + 5Cl2 + 8H2O. which of the substances serves as an oxidizing agent?,Mn2+,Cl-,H2O,MnO4,Cl2,,
JAMB,Chemistry,1985,"In the reaction H2O(g)’! H2(g) + ½O2(g) H=-2436000kJ2, which of the following has no effect on the equilibrium position?",Adding argon to the system,Lowering the temperature,Adding hydrogen to the system,Decreasing the pressure,Increasing the temperature.,,
JAMB,Chemistry,1985,which of the following metals will displace iron from a solution of iron(11) tetraoxosulphate(1V)?,copper,mercury,silver,Zinc,Gold,,
JAMB,Chemistry,1985,Complete hydrogenation of ethyne yields,benzene,methane,ethene,propane,Ethane,,
JAMB,Chemistry,1985,Which of the following is used in the manufacture of bleaching powder?,sulphur dioxide,chlorine,hydrogen tetraoxosulphate,hydrogen sulphide,nitrogen dioxide,,
JAMB,Chemistry,1985,"When pollen grains are suspended in water and viewed through a microscope, they appear to be in a state of constant but erratic motion. This is due to",convection currents,small changes in pressure,small changes in temperature,a chemical reaction between the pollen grains and water,the bombardment of the pollen grains by molecules of water.,,
JAMB,Chemistry,1985,The energy change (H) for the reaction CO(g) +½O2(g) CO2(g) is,-503.7 kJ,+503.7 kJ,–282.9 kJ,+282.9 kJ,+393.3 kJ ( Hi(CO) = -110.4 kJ mol-1( Hi(CO2) = -393 kJ mol-1,,
